id,country,c3,c2,year,gini_reported,q1,q2,q3,q4,q5,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,bottom5,top5,resource,resource_detailed,scale,scale_detailed,sharing_unit,reference_unit,areacovr,areacovr_detailed,popcovr,popcovr_detailed,region_un,region_un_sub,region_wb,eu,oecd,incomegroup,mean,median,currency,reference_period,exchangerate,mean_usd,median_usd,gdp_ppp_pc_usd2011,population,revision,quality,quality_score,source,source_detailed,source_comments,survey
9373,Sweden,SWE,SE,1975,21.3,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, social assistance",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,4.15219166566667,,,,8197340,,High,11,Research study,Brandolini 1998,,Income Distribution Survey
9374,Sweden,SWE,SE,1975,21.4,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, social assistance",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,4.15219166566667,,,,8197340,,High,11,Research study,Brandolini 1998,,Level of Living Survey
9375,Sweden,SWE,SE,1975,45,,,,,,,,,,,,,,,,,,Earnings,"Taxable income, gross",No adjustment,No adjustment,Person,Person,All,All,Specific categories,"Taxpayers, aged 20+",Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,4.15219166566667,,,,8197340,,Low,5,Research study,Spant 1979,Tax data,Tax data
9376,Sweden,SWE,SE,1976,33.1,6.42,12.16,17.58,24.36,39.48,,,,,,,,,,,,,Income (net),"Income, net",,,,Household,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,4.35589166566667,,,,8223249,,Low,9,National statistical authority,Statistics Sweden,Statistical Abstract of Sweden,
9377,Sweden,SWE,SE,1976,28.1,9.1,15.4,19.3,23.8,32.4,,,,,,,,,,,,,Income (gross),"Income, gross",,,,Household,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,4.35589166566667,,,,8223249,,Low,9,National statistical authority,Statistics Sweden,Statistical Abstract of Sweden,
9378,Sweden,SWE,SE,1976,20.9,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, social assistance",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,4.35589166566667,,,,8223249,,High,11,Research study,"Atkinson, Rainwater and Smeeding 1995a",,Income Distribution Survey
9379,Sweden,SWE,SE,1976,43.6,,,,,,,,,,,,,,,,,,Earnings,"Taxable income, gross",No adjustment,No adjustment,Person,Person,All,All,Specific categories,"Taxpayers, aged 20+",Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,4.35589166566667,,,,8223249,,Low,5,Research study,Spant 1979,Tax data,Tax data
9380,Sweden,SWE,SE,1977,20.4,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, social assistance",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,4.48164166566667,,,,8250695,,High,11,Research study,"Atkinson, Rainwater and Smeeding 1995a",,Income Distribution Survey
9381,Sweden,SWE,SE,1978,20,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, social assistance",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,4.518474999,,,,8277414,,High,11,Research study,Brandolini 1998,,Income Distribution Survey
9382,Sweden,SWE,SE,1978,20.2,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, social assistance",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,4.518474999,,,,8277414,,High,11,Research study,Brandolini 1998,,Level of Living Survey
9383,Sweden,SWE,SE,1979,19.7,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, social assistance",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,4.28708333233333,,,,8300003,,High,11,Research study,"Atkinson, Rainwater and Smeeding 1995a",,Income Distribution Survey
9384,Sweden,SWE,SE,1979,24,9.4,15.2,18.4,23.4,33.5,3.4,6,7.2,8,8.8,9.6,11.1,12.3,14.4,19.1,,,Income (net),"Income, net",Per capita,Family per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,4.28708333233333,,,,8300003,,High,13,Research study,van Ginneken and Park 1984,,Income Distribution Survey
9385,Sweden,SWE,SE,1979,33,6.3,12.3,17.1,25.3,38.9,2.3,4,5.7,6.6,7.9,9.2,11.4,13.9,16.6,22.3,,,Income (net),"Income, net",No adjustment,No adjustment,Household,Household,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,4.28708333233333,,,,8300003,,High,12,Research study,van Ginneken and Park 1984,,Income Distribution Survey
9386,Sweden,SWE,SE,1980,32.4,7.03,12.2,17.32,24,39.45,,,,,,,,,,,,,Income (net),"Income, net",,,,Household,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,4.229574999,,,,8316338,,Low,9,National statistical authority,Statistics Sweden,Statistical Abstract of Sweden,
9387,Sweden,SWE,SE,1980,19.4,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, social assistance",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,4.229574999,,,,8316338,,High,11,Research study,Brandolini 1998,,Income Distribution Survey
9388,Sweden,SWE,SE,1980,19.9,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, social assistance",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,4.229574999,,,,8316338,,High,11,Research study,Brandolini 1998,,Level of Living Survey
9389,Sweden,SWE,SE,1981,22.8,9.98,14.96,18.79,23.51,32.76,3.97,6.01,7.11,7.85,8.91,9.88,11.06,12.45,14.45,18.31,1.54,10.1,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,34417,32100,Swedish krona,Year,5.06344166566667,,,,8325493,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
9390,Sweden,SWE,SE,1981,19.7,10.93,16.05,19.33,23.06,30.63,4.33,6.6,7.51,8.54,9.28,10.05,11.01,12.05,13.56,17.07,1.61,9.4,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,50135,48350,Swedish krona,Year,5.06344166566667,,,,8325493,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
9391,Sweden,SWE,SE,1981,26.8,9.15,13.75,17.75,23.54,35.81,3.72,5.43,6.43,7.32,8.34,9.41,10.91,12.63,15.06,20.75,1.44,11.94,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,48852,43000,Swedish krona,Year,5.06344166566667,,,,8325493,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
9392,Sweden,SWE,SE,1981,24.1,9.42,14.94,18.81,23.29,33.55,3.73,5.69,6.95,7.99,8.89,9.92,11.03,12.26,14.11,19.44,1.41,11.22,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,71328,66800,Swedish krona,Year,5.06344166566667,,,,8325493,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
9393,Sweden,SWE,SE,1981,32.5,6.74,12.33,17.55,24.1,39.28,,,,,,,,,,,,,Income (net),"Income, net",,,,Household,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,5.06344166566667,,,,8325493,,Low,9,National statistical authority,Statistics Sweden,Statistical Abstract of Sweden,
9394,Sweden,SWE,SE,1981,34.7,9,13.6,16.3,25.8,35.3,,,,,,,,,,,,,Income (gross),"Income, gross",,,,Household,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,5.06344166566667,,,,8325493,,Low,9,National statistical authority,Statistics Sweden,Statistical Abstract of Sweden,
9395,Sweden,SWE,SE,1981,34.6,,,,,,,,,,,,,,,,,,Earnings,"Earnings, gross",Per capita,Family per capita,Household,Person,All,All,Economically active,Family units with earnings,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,5.06344166566667,,,,8325493,,High,6,Research study,"Atkinson, Rainwater and Smeeding 1995b",,Income Distribution Survey
9396,Sweden,SWE,SE,1981,19.1,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, social assistance",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,5.06344166566667,,,,8325493,,High,11,Research study,Brandolini 1998,,Income Distribution Survey
9397,Sweden,SWE,SE,1981,19.7,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, social assistance",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,5.06344166566667,,,,8325493,,High,11,Research study,Brandolini 1998,,Level of Living Survey
9398,Sweden,SWE,SE,1982,30.7,7.1,12.92,18.04,24.24,37.7,,,,,,,,,,,,,Income (net),"Income, net",,,,Household,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,6.28260833233333,,,,8329425,,Low,9,National statistical authority,Statistics Sweden,Statistical Abstract of Sweden,
9399,Sweden,SWE,SE,1982,35.2,5.9,13.2,16,24.3,40.6,,,,,,,,,,,,,Income (gross),"Income, gross",,,,Household,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,6.28260833233333,,,,8329425,,Low,9,National statistical authority,Statistics Sweden,Statistical Abstract of Sweden,
9400,Sweden,SWE,SE,1982,19.4,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, social assistance",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,6.28260833233333,,,,8329425,,High,11,Research study,Brandolini 1998,,Income Distribution Survey
9401,Sweden,SWE,SE,1982,19.9,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, social assistance",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,6.28260833233333,,,,8329425,,High,11,Research study,Brandolini 1998,,Level of Living Survey
9402,Sweden,SWE,SE,1983,30.1,,,,,,,,,,,,,,,,,,Income (net),"Income, net",,,,Household,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,7.66710833233333,,,,8332443,,Low,8,National statistical authority,Statistics Sweden,Statistical Abstract of Sweden,
9403,Sweden,SWE,SE,1983,35.2,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",,,,Household,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,7.66710833233333,,,,8332443,,Low,8,National statistical authority,Statistics Sweden,Statistical Abstract of Sweden,
9404,Sweden,SWE,SE,1983,19.8,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,66356,62285,"Local currency units, at current prices",Year,7.66710833233333,,,,8332443,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
9405,Sweden,SWE,SE,1983,40.4,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,7.66710833233333,,,,8332443,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
9406,Sweden,SWE,SE,1983,19.4,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, social assistance",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,7.66710833233333,,,,8332443,,High,11,Research study,Brandolini 1998,,Income Distribution Survey
9407,Sweden,SWE,SE,1983,19.8,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, social assistance",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,7.66710833233333,,,,8332443,,High,11,Research study,Brandolini 1998,,Level of Living Survey
9408,Sweden,SWE,SE,1984,31.8,6.79,12.62,17.81,24.17,38.61,,,,,,,,,,,,,Income (net),"Income, net",,,,Household,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,8.27179999941667,,,,8340440,,Low,9,National statistical authority,Statistics Sweden,Statistical Abstract of Sweden,
9409,Sweden,SWE,SE,1984,35.4,6.9,13.7,17.4,24.2,37.8,,,,,,,,,,,,,Income (gross),"Income, gross",,,,Household,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,8.27179999941667,,,,8340440,,Low,9,National statistical authority,Statistics Sweden,Statistical Abstract of Sweden,
9410,Sweden,SWE,SE,1984,20.4,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, social assistance",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,8.27179999941667,,,,8340440,,High,11,Research study,Brandolini 1998,,Income Distribution Survey
9411,Sweden,SWE,SE,1984,20.6,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, social assistance",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,8.27179999941667,,,,8340440,,High,11,Research study,Brandolini 1998,,Level of Living Survey
9412,Sweden,SWE,SE,1985,31.2,7.04,13.01,17.93,23.86,38.16,,,,,,,,,,,,,Income (net),"Income, net",,,,Household,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,8.60392499966667,,,,8357652,,Low,9,National statistical authority,Statistics Sweden,Statistical Abstract of Sweden,
9413,Sweden,SWE,SE,1985,35.1,8.4,12.7,16.7,24.5,37.7,,,,,,,,,,,,,Income (gross),"Income, gross",,,,Household,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,8.60392499966667,,,,8357652,,Low,9,National statistical authority,Statistics Sweden,Statistical Abstract of Sweden,
9414,Sweden,SWE,SE,1985,20.5,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, social assistance",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,8.60392499966667,,,,8357652,,High,11,Research study,Brandolini 1998,,Income Distribution Survey
9415,Sweden,SWE,SE,1985,20.7,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, social assistance",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,8.60392499966667,,,,8357652,,High,11,Research study,Brandolini 1998,,Level of Living Survey
9416,Sweden,SWE,SE,1986,31.7,6.97,13.03,17.79,23.55,38.66,,,,,,,,,,,,,Income (net),"Income, net",,,,Household,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,7.12358333333334,,,,8384989,,Low,9,National statistical authority,Statistics Sweden,Statistical Abstract of Sweden,
9417,Sweden,SWE,SE,1986,35.1,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",,,,Household,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,7.12358333333334,,,,8384989,,Low,8,National statistical authority,Statistics Sweden,Statistical Abstract of Sweden,
9418,Sweden,SWE,SE,1986,21.4,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, social assistance",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,7.12358333333334,,,,8384989,,High,11,Research study,Brandolini 1998,,Income Distribution Survey
9419,Sweden,SWE,SE,1987,23.2,10.18,14.84,18.41,23.3,33.27,4.02,6.16,7.05,7.79,8.77,9.64,10.92,12.38,14.22,19.05,1.5,10.85,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,54910,50050,Swedish krona,Year,6.34044166666667,,,,8421056,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
9420,Sweden,SWE,SE,1987,21.3,10.17,15.78,19.44,23.17,31.44,3.93,6.24,7.44,8.34,9.31,10.13,11.06,12.11,13.61,17.83,1.39,10.13,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,79830,77499,Swedish krona,Year,6.34044166666667,,,,8421056,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
9421,Sweden,SWE,SE,1987,27.4,9.1,13.69,17.48,23.45,36.27,3.63,5.47,6.41,7.28,8.15,9.33,10.9,12.55,14.82,21.45,1.37,12.7,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,81134,70900,Swedish krona,Year,6.34044166666667,,,,8421056,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
9422,Sweden,SWE,SE,1987,25.3,8.88,14.87,18.81,23.14,34.31,3.37,5.51,6.85,8.02,8.94,9.87,10.92,12.22,14.09,20.22,1.23,11.95,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,117828,110736,Swedish krona,Year,6.34044166666667,,,,8421056,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
9423,Sweden,SWE,SE,1987,31.6,7.6,12.4,16.7,25.3,38,,,,,,,,,,,,,Income (net),"Income, net",,,,Household,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,6.34044166666667,,,,8421056,,Low,9,National statistical authority,Statistics Sweden,Statistical Abstract of Sweden,
9424,Sweden,SWE,SE,1987,29.1,6.4,14.1,20.6,23.6,35.3,,,,,,,,,,,,,Income (gross),"Income, gross",,,,Household,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,6.34044166666667,,,,8421056,,Low,9,National statistical authority,Statistics Sweden,Statistical Abstract of Sweden,
9425,Sweden,SWE,SE,1987,36.6,3.3,12,18.9,26.3,39.5,0.5,2.8,5.2,6.8,8.5,10.4,12.3,14,16.3,23.2,,,Earnings,"Earnings, gross",Per capita,Family per capita,Household,Person,All,All,Economically active,Family units with earnings,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,6.34044166666667,,,,8421056,,High,8,Research study,"Atkinson, Rainwater and Smeeding 1995b",,Income Distribution Survey
9426,Sweden,SWE,SE,1987,20.5,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, social assistance",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,6.34044166666667,,,,8421056,,High,11,Research study,Brandolini 1998,,Income Distribution Survey
9427,Sweden,SWE,SE,1988,32.2,7.4,12.1,17,25.2,38.3,,,,,,,,,,,,,Income (net),"Income, net",,,,Household,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,6.12715,,,,8464787,,Low,9,National statistical authority,Statistics Sweden,Statistical Abstract of Sweden,
9428,Sweden,SWE,SE,1988,28.4,8.8,13.9,19.4,23.8,34.1,,,,,,,,,,,,,Income (gross),"Income, gross",,,,Household,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,6.12715,,,,8464787,,Low,9,National statistical authority,Statistics Sweden,Statistical Abstract of Sweden,
9429,Sweden,SWE,SE,1988,20.4,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, social assistance",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,6.12715,,,,8464787,,High,11,Research study,Brandolini 1998,,Income Distribution Survey
9430,Sweden,SWE,SE,1989,31.3,8.1,12.1,16.7,25.3,37.8,,,,,,,,,,,,,Income (net),"Income, net",,,,Household,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,6.44687583333333,,,,8514206,,Low,9,National statistical authority,Statistics Sweden,Statistical Abstract of Sweden,
9431,Sweden,SWE,SE,1989,24.4,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, national scale",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,102900,94700,Swedish krona 1996,Year,6.44687583333333,,,,8514206,,High,11,National statistical authority,Statistics Sweden 1998,,Income Distribution Survey
9432,Sweden,SWE,SE,1989,21,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, social assistance",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,6.44687583333333,,,,8514206,,High,11,Research study,Brandolini 1998,,Income Distribution Survey
9433,Sweden,SWE,SE,1989,22.1,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, square root",Household,Person,All,All,Specific categories,"All, aged 20-64",Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,6.44687583333333,,,,8514206,,Average,10,Research study,Brandolini 1998,,Income Distribution Survey
9434,Sweden,SWE,SE,1990,27.1,,,,,,,,,,,,,,,,,,Income (net),"Income, net",,,,Household,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,5.91879,,,30903,8567384,,Low,8,National statistical authority,Statistics Sweden,Statistical Abstract of Sweden,
9435,Sweden,SWE,SE,1990,29,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",,,,Household,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,5.91879,,,30903,8567384,,Low,8,National statistical authority,Statistics Sweden,Statistical Abstract of Sweden,
9436,Sweden,SWE,SE,1990,24.6,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, national scale",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,104100,96600,Swedish krona 1996,Year,5.91879,,,30903,8567384,,High,11,National statistical authority,Statistics Sweden 1998,,Income Distribution Survey
9437,Sweden,SWE,SE,1990,21.9,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, social assistance",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,5.91879,,,30903,8567384,,High,11,Research study,Brandolini 1998,,Income Distribution Survey
9438,Sweden,SWE,SE,1990,22.7,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, square root",Household,Person,All,All,Specific categories,"All, aged 20-64",Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,5.91879,,,30903,8567384,,Average,10,Research study,Brandolini 1998,,Income Distribution Survey
9439,Sweden,SWE,SE,1991,26.1,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, national scale",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,104500,95100,Swedish krona 1996,Year,6.04746666666667,,,30344,8625137,,High,11,National statistical authority,Statistics Sweden 1998,,Income Distribution Survey
9440,Sweden,SWE,SE,1991,23,10.7,15,18.2,22.3,33.7,4.4,6.3,7.1,7.9,8.7,9.5,10.5,11.8,13.5,20.2,,,Income (net),"Income, net",Equivalized,National scale,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,141100,128000,Swedish krona 2002,Year,6.04746666666667,,,30344,8625137,,High,13,National statistical authority,Statistics Sweden 2004,,Income Distribution Survey
9441,Sweden,SWE,SE,1991,20.9,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,136104,128307,"Local currency units, at current prices",Year,6.04746666666667,,,30344,8625137,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
9442,Sweden,SWE,SE,1991,40.8,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,6.04746666666667,,,30344,8625137,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
9443,Sweden,SWE,SE,1991,24.3,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, square root",Household,Person,All,All,Specific categories,"All, aged 20-64",Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,6.04746666666667,,,30344,8625137,,Average,10,Research study,Brandolini 1998,,Income Distribution Survey
9444,Sweden,SWE,SE,1992,25,9.58,14.54,18.1,23.24,34.54,3.71,5.87,6.86,7.68,8.54,9.56,10.84,12.4,14.42,20.12,1.35,11.6,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,90642,81880,Swedish krona,Year,5.82383333333333,,,29780,8686738,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
9445,Sweden,SWE,SE,1992,22.9,9.77,15.42,19.01,23.03,32.76,3.69,6.08,7.25,8.17,9.09,9.92,10.93,12.1,13.81,18.95,1.24,10.92,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,132342,125208,Swedish krona,Year,5.82383333333333,,,29780,8686738,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
9446,Sweden,SWE,SE,1992,28.1,8.64,13.67,17.63,23.46,36.6,3.26,5.38,6.4,7.27,8.2,9.43,10.86,12.6,14.8,21.8,1.16,12.9,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,121018,106538,Swedish krona,Year,5.82383333333333,,,29780,8686738,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
9447,Sweden,SWE,SE,1992,26,8.68,14.76,18.63,23.03,34.9,3.2,5.48,6.87,7.89,8.85,9.78,10.84,12.19,14.13,20.77,1.08,12.28,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,176515,164086,Swedish krona,Year,5.82383333333333,,,29780,8686738,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
9448,Sweden,SWE,SE,1992,32.4,6.68,12.23,17.62,24.49,38.98,,,,,,,,,,,,,Income (net),"Income, net",,,,Household,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,5.82383333333333,,,29780,8686738,,Low,9,National statistical authority,Statistics Sweden,Statistical Abstract of Sweden,
9449,Sweden,SWE,SE,1992,25.2,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,"Family equivalized, national scale",Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,104600,96800,Swedish krona 1996,Year,5.82383333333333,,,29780,8686738,,High,11,National statistical authority,Statistics Sweden 1998,,Income Distribution Survey
